series_id,surface,base_temperature,monday_is_day_off,tuesday_is_day_off,wednesday_is_day_off,thursday_is_day_off,friday_is_day_off,saturday_is_day_off,sunday_is_day_off
100003,x-large,low,False,False,False,False,False,True,True
100004,x-large,low,False,False,False,False,False,True,True
100006,x-small,low,False,False,False,False,False,True,True
100008,x-small,low,False,False,False,False,False,True,True
100010,x-small,low,False,False,False,False,False,True,True
100012,x-large,low,False,False,False,False,False,True,True
100017,medium,low,False,False,False,False,False,True,True
100020,medium,low,False,False,False,False,False,True,True
100021,x-small,low,False,False,False,False,False,True,True
100025,x-small,low,False,False,False,False,False,True,True
100027,x-small,low,False,False,False,False,False,True,True
100028,x-small,low,False,False,False,False,False,True,True
100033,x-small,low,False,False,False,False,False,True,True
100036,large,low,False,False,False,False,False,True,True
100038,x-small,low,False,False,False,False,False,True,True
100040,xx-large,low,False,False,False,False,False,True,True
100043,x-small,low,False,False,False,False,False,True,True
100044,x-large,low,False,False,False,False,False,True,True
100045,xx-small,low,False,False,False,False,False,True,True
100046,xx-small,low,False,False,False,False,False,False,False
100049,x-small,low,False,False,False,False,False,True,True
100050,xx-large,low,False,False,False,False,False,True,True
100053,xx-large,low,False,False,False,False,False,True,True
100054,large,low,False,False,False,False,False,True,True
100060,x-small,low,False,False,False,False,False,True,True
100062,xx-large,high,False,False,False,False,False,True,True
100064,x-small,low,False,False,False,False,False,True,True
100069,large,low,False,False,False,False,False,True,True
100071,x-small,low,False,False,False,False,False,True,True
100072,medium,low,False,False,False,False,False,False,True
100074,x-large,low,False,False,False,False,False,True,True
100078,x-large,low,False,False,False,False,False,True,True
100080,large,low,False,False,False,False,False,True,True
100082,x-small,low,False,False,False,False,False,False,False
100085,small,low,False,False,False,False,False,True,True
100088,small,low,False,False,False,False,False,True,True
100090,small,low,False,False,False,False,False,True,True
100094,x-large,low,False,False,False,False,False,True,True
100096,medium,low,False,False,False,False,False,True,True
100099,large,low,False,False,False,False,False,True,True
100104,x-large,low,False,False,False,False,False,True,True
100110,x-small,low,False,False,False,False,False,True,True
100111,small,low,False,False,False,False,False,True,True
100118,x-large,low,False,False,False,False,False,True,True
100121,x-large,low,False,False,False,False,False,True,True
100128,small,low,False,False,False,False,False,True,True
100135,small,low,False,False,False,False,False,False,False
100137,x-large,low,False,False,False,False,False,True,True
100139,xx-large,low,False,False,False,False,False,True,True
100142,x-large,low,False,False,False,False,False,True,True
100146,small,low,False,False,False,False,False,True,True
100147,x-large,low,False,False,False,False,False,True,True
100148,x-large,low,False,False,False,False,False,True,True
100149,xx-large,low,False,False,False,False,False,True,True
100150,small,low,False,False,False,False,False,True,True
100152,x-large,low,False,False,False,False,False,True,True
100164,x-large,high,False,False,False,False,False,True,True
100167,x-small,low,False,False,False,False,False,True,True
100170,xx-small,low,False,False,False,False,False,True,True
100175,x-small,high,False,False,False,False,False,False,False
100176,x-large,low,False,False,False,False,False,True,True
100181,small,low,False,False,False,False,False,True,True
100182,x-small,low,False,False,False,False,False,True,True
100189,large,low,False,False,False,False,False,True,True
100191,x-large,low,False,False,False,False,False,True,True
100198,x-small,low,False,False,False,False,False,True,True
100200,x-large,low,False,False,False,False,False,True,True
100202,x-large,low,False,False,False,False,False,True,True
100203,x-small,low,False,False,False,False,False,True,True
100204,small,low,False,False,False,False,False,True,True
100205,xx-large,low,False,False,False,False,False,True,True
100208,x-large,low,False,False,False,False,False,True,True
100214,small,low,False,False,False,False,False,True,True
100216,x-large,low,False,False,False,False,False,True,True
100229,small,low,False,False,False,False,False,True,True
100235,x-small,low,False,False,False,False,False,True,True
100237,medium,low,False,False,False,False,False,True,True
100240,xx-large,low,False,False,False,False,False,True,True
100242,x-small,low,False,False,False,False,False,True,True
100243,x-large,low,False,False,False,False,False,True,True
100244,xx-large,low,False,False,False,False,True,True,True
100245,large,low,False,False,False,False,False,True,True
100246,small,low,False,False,False,False,False,True,True
100247,medium,low,False,False,False,False,False,False,False
100252,x-small,low,False,False,False,False,False,True,True
100256,x-large,low,False,False,False,False,False,True,True
100257,x-large,low,False,False,False,False,False,True,True
100265,x-large,low,False,False,False,False,False,True,True
100271,xx-small,low,False,False,False,False,False,False,False
100272,xx-small,low,False,False,False,False,False,True,True
100274,xx-large,low,False,False,False,False,False,True,True
100277,x-large,low,False,False,False,False,False,True,True
100280,xx-small,low,False,False,False,False,False,True,True
100283,x-small,low,False,False,False,False,False,True,True
100285,xx-small,low,False,False,False,False,False,True,True
100287,small,low,False,False,False,False,False,True,True
100288,x-small,low,False,False,False,False,False,True,True
100289,x-small,low,False,False,False,False,False,True,True
100290,xx-large,low,False,False,False,False,False,True,True
100291,medium,low,False,False,False,False,False,True,True
100295,small,high,False,False,False,False,False,False,False
100296,large,low,False,False,False,False,False,True,True
100297,x-large,low,False,False,False,False,False,True,True
100304,x-large,low,False,False,False,False,False,True,True
100305,xx-small,low,False,False,False,False,False,True,True
100306,large,low,False,False,False,False,False,True,True
100308,medium,low,False,False,False,False,False,True,True
100309,medium,low,False,False,False,False,False,True,True
100310,x-large,low,False,False,False,False,False,True,True
100311,large,low,False,False,False,False,False,True,True
100313,x-small,low,False,False,False,False,False,True,True
100318,x-large,low,False,False,False,False,False,True,True
100323,large,low,False,False,False,False,False,True,True
100325,small,low,False,False,False,False,False,True,True
100335,x-large,low,False,False,False,False,False,True,True
100336,x-large,low,False,False,False,False,False,True,True
100338,medium,low,False,False,False,False,False,True,True
100342,small,low,False,False,False,False,False,True,True
100345,x-small,low,False,False,False,False,False,True,True
100350,xx-large,low,False,False,False,False,False,True,True
100351,x-large,low,False,False,False,False,False,True,True
100354,xx-large,low,False,False,False,False,True,True,True
100358,xx-small,low,False,False,False,False,False,True,True
100360,x-large,low,False,False,False,False,False,True,True
100362,x-large,low,False,False,False,False,False,True,True
100363,xx-small,low,False,False,False,False,False,True,True
100365,medium,low,False,False,False,False,False,True,True
100366,x-small,low,False,False,False,False,False,False,False
100369,small,low,False,False,False,False,False,True,True
100373,x-small,low,False,False,False,False,False,True,True
100374,x-large,low,False,False,False,False,False,True,True
100376,x-large,low,False,False,False,False,False,True,True
100377,medium,low,False,False,False,False,False,True,True
100380,large,low,False,False,True,True,True,True,True
100388,medium,low,False,False,False,False,False,True,True
100389,small,low,False,False,False,False,False,True,True
100391,small,low,False,False,False,False,False,False,False
100393,x-small,low,False,False,False,False,False,True,True
100398,small,low,False,False,False,False,False,True,True
100399,medium,low,False,False,False,False,False,True,True
100401,x-large,low,False,False,False,False,False,True,True
100402,x-large,low,False,False,False,False,False,True,True
100409,x-small,low,False,False,False,False,False,True,True
100410,medium,low,False,False,False,False,False,True,True
100416,xx-small,low,False,False,False,False,False,True,True
100419,x-large,low,False,False,False,False,False,True,True
100421,medium,low,False,False,False,False,False,True,True
100425,medium,low,False,False,False,False,False,True,True
100427,x-large,low,False,False,False,False,False,True,True
100431,x-large,low,False,False,False,False,False,True,True
100432,x-large,low,False,False,False,False,False,True,True
100433,medium,low,False,False,False,False,False,True,True
100447,x-large,low,False,False,False,False,False,True,True
100449,x-large,low,False,False,False,False,False,True,True
100450,x-small,low,False,False,False,False,False,True,True
100454,large,low,False,False,False,False,False,False,True
100463,x-small,low,False,False,False,False,False,False,False
100466,x-large,low,False,False,False,False,False,True,True
100472,x-large,low,False,False,False,False,False,True,True
100477,x-small,low,False,False,False,False,False,True,True
100481,medium,low,False,False,False,False,False,True,True
100485,medium,low,False,False,False,False,False,True,True
100486,x-large,low,False,False,False,False,False,True,True
100488,xx-large,low,False,False,False,False,False,True,True
100489,x-large,low,False,False,False,False,False,True,True
100490,xx-small,low,False,False,False,False,False,True,True
100491,x-large,low,False,False,False,False,False,True,True
100492,medium,low,False,False,False,False,False,True,True
100494,small,low,False,False,False,False,False,True,True
100497,x-large,low,False,False,False,False,False,True,True
100501,x-large,low,False,False,False,False,False,True,True
100503,xx-large,low,False,False,False,False,False,True,True
100504,small,low,False,False,False,False,False,True,True
100506,small,low,False,False,False,False,False,True,True
100507,xx-small,low,False,False,False,False,False,True,True
100512,x-large,low,False,False,False,False,False,True,True
100513,x-small,low,False,False,False,False,False,True,True
100514,x-small,low,False,False,False,False,False,False,False
100517,x-large,low,False,False,False,False,False,True,True
100522,x-large,low,False,False,False,False,False,True,True
100524,x-small,low,False,False,False,False,False,True,True
100525,x-small,low,False,False,False,False,False,True,True
100530,medium,low,False,False,False,False,False,True,True
100531,x-small,low,False,False,False,False,False,False,False
100532,xx-small,low,False,False,False,False,False,True,True
100534,xx-small,low,False,False,False,False,False,True,True
100537,large,low,False,False,False,False,False,True,True
100540,large,low,False,False,False,False,False,True,True
100543,large,low,False,False,False,False,False,True,True
100544,xx-large,low,False,False,False,False,False,True,True
100548,x-large,low,False,False,False,False,False,True,True
100550,medium,low,False,False,False,False,False,True,True
100554,x-large,low,False,False,False,False,False,True,True
100556,x-large,low,False,False,False,False,False,True,True
100560,medium,low,False,False,False,False,False,True,True
100563,xx-large,low,False,False,False,False,False,True,True
100564,medium,low,False,False,False,False,False,True,True
100566,x-large,low,False,False,False,False,False,True,True
100567,xx-small,low,False,False,False,False,False,True,True
100570,x-small,low,False,False,False,False,False,True,True
100571,small,low,False,False,False,False,False,True,True
100572,small,low,False,False,False,False,False,False,False
100575,medium,low,False,False,False,False,False,True,True
100578,xx-large,low,False,False,False,False,False,True,True
100579,x-large,low,False,False,False,False,False,True,True
100581,xx-small,low,False,False,False,False,False,True,True
100582,x-small,low,False,False,False,False,False,True,True
100584,x-large,low,False,False,False,False,False,True,True
100590,xx-small,low,False,False,False,False,False,True,True
100593,x-small,low,False,False,False,False,False,True,True
100594,x-small,low,False,False,False,False,False,True,True
100596,small,low,False,False,False,False,False,True,True
100599,xx-small,low,False,False,False,False,False,True,True
100604,small,low,False,False,False,False,False,False,False
100605,x-small,low,False,False,False,False,False,True,True
100607,large,low,False,False,False,False,False,True,True
100611,x-large,low,False,False,False,False,False,True,True
100615,xx-small,low,False,False,False,False,False,True,True
100616,x-small,low,False,False,False,False,False,True,True
100618,xx-small,high,False,False,False,False,False,False,False
100619,medium,low,False,False,False,False,False,True,True
100626,x-small,low,False,False,False,False,False,True,True
100632,x-small,low,False,False,False,False,False,True,True
100633,x-large,low,False,False,False,False,False,True,True
100634,large,low,False,False,False,False,False,True,True
100635,small,low,False,False,False,False,False,False,False
100637,x-large,low,False,False,False,False,False,True,True
100638,x-large,low,False,False,False,False,False,True,True
100639,small,low,False,False,False,False,False,True,True
100644,x-large,low,False,False,False,False,False,True,True
100646,x-small,low,False,False,False,False,False,True,True
100649,x-large,low,False,False,False,False,False,True,True
100652,x-large,low,False,False,False,False,False,True,True
100654,xx-small,high,False,False,False,False,False,False,False
100655,xx-small,low,False,False,False,False,False,True,True
100658,x-small,low,False,False,False,False,False,True,True
100665,x-small,low,False,False,False,False,False,True,True
100667,x-large,low,False,False,False,False,False,True,True
100668,small,low,False,False,False,False,False,True,True
100672,x-small,low,False,False,False,False,False,False,False
100673,xx-small,low,False,False,False,False,False,True,True
100679,x-large,high,False,False,False,False,False,True,True
100684,x-small,low,False,False,False,False,False,True,True
100685,x-large,low,False,False,False,False,False,True,True
100692,xx-large,low,False,False,False,False,False,True,True
100696,x-large,low,False,False,False,False,False,True,True
100698,x-large,low,False,False,False,False,False,True,True
100705,medium,low,False,False,False,False,False,True,True
100708,x-small,low,False,False,False,False,False,True,True
100709,large,low,False,False,False,False,False,True,True
100711,small,low,False,False,False,False,False,True,True
100712,x-large,low,False,False,False,False,False,True,True
100715,small,low,False,False,False,False,False,True,True
100716,x-large,low,False,False,False,False,False,False,True
100717,xx-small,low,False,False,False,False,False,True,True
100719,small,high,False,False,False,False,False,False,False
100721,xx-large,low,False,False,False,False,False,True,True
100726,large,low,False,False,False,False,False,True,True
100729,medium,low,False,False,False,False,False,True,True
100730,x-large,low,False,False,False,False,False,True,True
100731,xx-large,low,False,False,False,False,False,True,True
100732,x-small,low,False,False,False,False,False,True,True
100733,small,low,False,False,False,False,False,True,True
100735,x-large,low,False,False,False,False,False,True,True
100737,x-large,low,False,False,False,False,False,True,True
100738,x-small,low,False,False,False,False,False,True,True
100740,x-small,low,False,False,False,False,False,True,True
100744,medium,low,False,False,False,False,False,False,False
100746,x-small,low,False,False,False,False,False,True,True
100747,x-small,low,False,False,False,False,False,False,False
100749,xx-large,low,False,False,False,False,False,True,True
100753,small,low,False,False,False,False,False,True,True
100754,xx-small,low,False,False,False,False,False,True,True
100755,x-large,low,False,False,False,False,False,True,True
100758,x-large,low,False,False,False,False,False,True,True
100761,small,low,False,False,False,False,False,True,True
100764,x-large,low,False,False,False,False,False,True,True
100765,medium,low,False,False,False,False,False,True,True
100769,x-large,low,False,False,False,False,False,True,True
100775,x-large,low,False,False,False,False,False,True,True
100777,x-large,low,False,False,False,False,False,True,True
100781,small,low,False,False,False,False,False,True,True
100788,x-small,low,False,False,False,False,False,True,True
100793,x-small,low,False,False,False,False,False,False,False
100794,small,high,False,False,False,False,False,False,False
100798,x-small,low,False,False,False,False,False,True,True
100799,x-large,low,False,False,False,False,False,True,True
100801,xx-small,low,False,False,False,False,False,True,True
100803,x-small,low,False,False,False,False,False,True,True
100805,xx-large,low,False,False,False,False,True,True,True
100806,xx-small,low,False,False,False,False,False,True,True
100807,medium,low,False,False,False,False,False,True,True
100808,large,low,False,False,False,False,False,True,True
100809,x-small,low,False,False,False,False,False,True,True
100810,x-small,low,False,False,False,False,False,True,True
100811,x-large,low,False,False,False,False,False,True,True
100814,medium,low,False,False,False,False,False,True,True
100815,xx-small,low,False,False,False,False,False,True,True
100819,small,low,False,False,False,False,False,True,True
100820,x-large,low,False,False,False,False,False,True,True
100822,xx-small,high,False,False,False,False,False,False,False
100827,x-large,low,False,False,False,False,False,False,True
100830,x-large,low,False,False,False,False,False,True,True
100835,x-small,low,False,False,False,False,False,True,True
100836,small,low,False,False,False,False,False,False,False
100839,x-large,low,False,False,False,False,False,True,True
100840,xx-small,low,False,False,False,False,False,True,True
100841,x-large,low,False,False,False,False,False,True,True
100843,x-small,low,False,False,False,False,False,True,True
100845,medium,low,False,False,False,False,False,True,True
100847,x-small,low,False,False,False,False,False,True,True
100849,xx-small,low,False,False,False,False,False,True,True
100850,x-small,low,False,False,False,False,False,True,True
100852,large,low,False,False,False,False,False,True,True
100854,x-large,low,False,False,False,False,False,True,True
100859,x-small,low,False,False,False,False,False,False,False
100860,xx-small,low,False,False,False,False,False,True,True
100865,x-small,low,False,False,False,False,False,True,True
100866,xx-large,low,False,False,False,False,True,True,True
100867,medium,low,False,False,False,False,False,True,True
100872,xx-small,low,False,False,False,False,False,True,True
100874,medium,low,False,False,False,False,False,True,True
100876,xx-small,low,False,False,False,False,False,True,True
100882,x-large,low,False,False,False,False,False,True,True
100887,x-large,low,False,False,False,False,False,True,True
100888,xx-large,low,False,False,False,False,False,True,True
100889,x-small,low,False,False,False,False,False,True,True
100890,x-large,low,False,False,False,False,False,True,True
100893,x-small,low,False,False,False,False,False,True,True
100894,xx-small,low,False,False,False,False,False,True,True
100901,x-small,low,False,False,False,False,False,True,True
100902,small,low,False,False,False,False,False,True,True
100903,x-large,low,False,False,False,False,False,True,True
100904,xx-small,low,False,False,False,False,False,True,True
100905,x-small,low,False,False,False,False,False,True,True
100913,xx-large,low,False,False,False,False,False,True,True
100922,xx-small,low,False,False,False,False,False,True,True
100923,x-small,low,False,False,False,False,False,True,True
100924,x-large,low,False,False,False,False,False,False,False
100925,small,low,False,False,False,False,False,True,True
100927,x-small,low,False,False,False,False,False,True,True
100932,xx-small,low,False,False,False,False,False,True,True
100933,x-small,low,False,False,False,False,False,True,True
100937,x-large,low,False,False,False,False,False,True,True
100940,medium,low,False,False,False,False,False,True,True
100946,large,low,False,False,False,False,False,True,True
100948,x-large,low,False,False,False,False,False,False,True
100952,small,low,False,False,False,False,False,True,True
100958,x-small,low,False,False,False,False,False,True,True
100973,x-large,low,False,False,False,False,False,True,True
100974,x-small,low,False,False,False,False,False,True,True
100976,x-small,low,False,False,False,False,False,True,True
100978,medium,low,False,False,False,False,False,True,True
100979,xx-large,low,False,False,False,False,False,False,True
100980,x-large,low,False,False,False,False,False,True,True
100981,xx-small,low,False,False,False,False,False,True,True
100987,xx-large,high,False,False,False,False,False,True,True
100990,x-large,low,False,False,False,False,False,True,True
100995,x-small,low,False,False,False,False,False,True,True
100997,xx-small,low,False,False,False,False,False,True,True
100998,small,low,False,False,False,False,False,True,True
101001,x-large,low,False,False,False,False,False,True,True
101002,x-small,low,False,False,False,False,False,True,True
101003,medium,low,False,False,False,False,False,True,True
101004,x-small,low,False,False,False,False,False,True,True
101008,x-small,low,False,False,False,False,False,True,True
101010,xx-small,low,False,False,False,False,False,True,True
101013,medium,low,False,False,False,False,False,False,False
101017,xx-small,low,False,False,False,False,False,True,True
101018,x-large,low,False,False,False,False,False,True,True
101023,x-large,low,False,False,False,False,False,True,True
101024,medium,low,False,False,False,False,False,True,True
101027,x-large,low,False,False,False,False,False,True,True
101028,x-small,high,False,False,False,False,False,False,False
101030,x-small,low,False,False,False,False,False,True,True
101032,xx-small,low,False,False,False,False,False,True,True
101037,medium,low,False,False,False,False,False,True,True
101038,large,low,False,False,False,False,False,True,True
101040,xx-small,low,False,False,False,False,False,True,True
101041,large,low,False,False,False,False,False,True,True
101042,x-large,low,False,False,False,False,False,True,True
101044,small,low,False,False,False,False,False,False,False
101045,x-large,low,False,False,False,False,False,True,True
101046,medium,low,False,False,False,False,False,True,True
101047,x-small,low,False,False,False,False,False,True,True
101049,small,low,False,False,False,False,False,True,True
101050,medium,low,False,False,False,False,False,True,True
101052,large,low,False,False,False,False,False,True,True
101053,x-small,low,False,False,False,False,False,True,True
101057,x-large,low,False,False,False,False,False,True,True
101059,large,low,False,False,False,False,False,True,True
101060,x-large,low,False,False,False,False,False,True,True
101063,x-large,low,False,False,False,False,False,True,True
101064,x-small,low,False,False,False,False,False,True,True
101065,x-large,low,False,False,False,False,False,True,True
101070,x-small,low,False,False,False,False,False,False,False
101071,xx-large,high,False,False,False,False,False,True,True
101075,x-large,low,False,False,False,False,False,False,True
101076,x-small,high,False,False,False,False,False,False,False
101079,x-large,low,False,False,False,False,False,True,True
101083,x-small,low,False,False,False,False,False,True,True
101084,x-large,low,False,False,False,False,False,True,True
101085,x-large,low,False,False,False,False,False,True,True
101088,x-small,low,False,False,False,False,False,False,False
101091,xx-large,low,False,False,False,False,False,True,True
101093,xx-small,low,False,False,False,False,False,True,True
101095,x-large,low,False,False,False,False,False,True,True
101100,x-small,low,False,False,False,False,False,True,True
101101,x-large,low,False,False,False,False,False,True,True
101104,xx-small,low,False,False,False,False,False,True,True
101107,x-small,low,False,False,False,False,False,True,True
101110,large,low,False,False,False,False,False,True,True
101111,large,low,False,False,False,False,False,True,True
101112,large,low,False,False,False,False,False,True,True
101115,xx-small,low,False,False,False,False,False,True,True
101118,x-small,low,False,False,False,False,False,True,True
101119,large,low,False,False,False,False,False,True,True
101121,x-large,low,False,False,False,False,False,True,True
101125,xx-small,low,False,False,False,False,False,True,True
101128,medium,low,False,False,False,False,False,True,True
101129,medium,low,False,False,False,False,False,True,True
101132,small,low,False,False,False,False,False,False,False
101136,x-large,low,False,False,False,False,False,True,True
101141,xx-small,low,False,False,False,False,False,True,True
101144,medium,low,False,False,False,False,False,True,True
101149,xx-small,low,False,False,False,False,False,True,True
101150,small,low,False,False,False,False,False,True,True
101153,small,low,False,False,False,False,False,True,True
101159,large,low,False,False,False,False,False,True,True
101161,x-small,low,False,False,False,False,False,True,True
101169,x-large,low,False,False,False,False,False,True,True
101174,x-small,low,False,False,False,False,False,True,True
101176,medium,low,False,False,False,False,False,True,True
101177,x-large,low,False,False,False,False,False,True,True
101178,large,low,False,False,False,False,False,True,True
101180,x-large,low,False,False,False,False,False,True,True
101182,x-large,low,False,False,False,False,False,True,True
101183,x-large,low,False,False,False,False,False,True,True
101184,small,low,False,False,False,False,False,True,True
101187,x-small,low,False,False,False,False,False,True,True
101189,x-small,low,False,False,False,False,False,True,True
101190,xx-small,low,False,False,False,False,False,True,True
101193,x-small,low,False,False,False,False,False,True,True
101198,x-small,low,False,False,False,False,False,True,True
101203,x-large,low,False,False,False,False,False,True,True
101205,x-small,low,False,False,False,False,False,True,True
101208,medium,low,False,False,False,False,False,True,True
101210,x-small,low,False,False,False,False,False,True,True
101211,xx-small,low,False,False,False,False,False,True,True
101214,xx-small,low,False,False,False,False,False,True,True
101218,xx-small,low,False,False,False,False,False,True,True
101225,xx-small,low,False,False,False,False,False,True,True
101226,x-large,low,False,False,False,False,False,True,True
101234,x-large,low,False,False,False,False,False,True,True
101240,x-large,low,False,False,False,False,False,True,True
101241,x-small,low,False,False,False,False,False,True,True
101246,xx-large,low,False,False,False,False,False,True,True
101247,medium,low,False,False,False,False,False,True,True
